text,tidy_text,polarity_score_vader,polarity_score_textblob,label_vader,label_textblob,coordinates
On my way to @ccafrin house for supper... Whilst carrying some really heavy load and the mid section… http://t.co/xqHkp057Ha,On my way to house for supper... Whilst carrying some really heavy load and the mid section…,"(0.0, 0.0)",-0.1,neutral,negative,"[Decimal('144.99137878'), Decimal('-37.78116235')]"
How cool is this house? http://t.co/aTsRKD5FTW,How cool is this house?,"(0.0, 0.365)",0.35,positive,positive,"[Decimal('144.66644241'), Decimal('-37.83332807')]"
"Stupid housemate sees me preparing dinner~ waits for me to prepare all my ingredients and just need to put on fire to ask me if ,","Stupid housemate sees me preparing dinner~ waits for me to prepare all my ingredients and just need to put on fire to ask me if ,","(0.195, 0.0)",-0.7999999999999999,negative,negative,"[Decimal('145.2094275'), Decimal('-37.8145691')]"
"@BPackersGuide I just have ones pare battery. Think I need to buy a third. Ah, the costs...","I just have ones pare battery. Think I need to buy a third. Ah, the costs...","(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.9658434'), Decimal('-37.8134606')]"
With ma (ghost) girl @scanlanjp #sistalove #missyou #melbourne #pleasemovehereimdyingwithoutyou 🙏❤️🍷… http://t.co/rsCWSI2qFN,With ma (ghost) girl #sistalove #missyou #melbourne #pleasemovehereimdyingwithoutyou 🙏❤️🍷…,"(0.15, 0.0)",0.0,negative,neutral,"[Decimal('144.99413067'), Decimal('-37.79990548')]"
"Hahaha. Ali @TheyCallHimX on the mic 'this sounds so wrong, but can I get Street Pussy vs Youngblood in sf4 please' #SSV","Hahaha. Ali on the mic 'this sounds so wrong, but can I get Street Pussy vs Youngblood in sf4 please' #SSV","(0.102, 0.162)",-0.15,positive,negative,"[Decimal('144.9612511'), Decimal('-37.8141387')]"
Can zayn please do the ice challange!!!,Can zayn please do the ice challange!!!,"(0.0, 0.346)",0.0,positive,neutral,"[Decimal('145.20589864'), Decimal('-37.99302634')]"
"And the award for hottest collective bartenders ever goes to: (drumroll please)
MADAME BRUSSELS!

The prize itself is me drooling all night",And the award for hottest collective bartenders ever goes to: (drumroll please) MADAME BRUSSELS! The prize itself is me drooling all night,"(0.0, 0.331)",-0.9375,positive,negative,"[Decimal('144.97147378'), Decimal('-37.8119124')]"
Motor Show right next to our house.. Thats where all the loud noises been coming from..,Motor Show right next to our house.. Thats where all the loud noises been coming from..,"(0.0, 0.0)",0.12857142857142856,neutral,positive,"[Decimal('144.74218205'), Decimal('-37.75638343')]"
At work tonight 2 different tables complimented my service to other staff members and it was very lovely and flattering :3,At work tonight 2 different tables complimented my service to other staff members and it was very lovely and flattering :3,"(0.0, 0.429)",0.25625,positive,positive,"[Decimal('144.55775917'), Decimal('-37.69826072')]"
@XiJinping6 where embassy official you rang on her mobile as I let you know xi my friend let Vladimir know please,where embassy official you rang on her mobile as I let you know xi my friend let Vladimir know please,"(0.0, 0.234)",0.0,positive,neutral,"[Decimal('144.9749855'), Decimal('-37.80700666')]"
Saw @LouDPhillips tonight in The King and I. Awesome 👍😃 Shall we dance? Yes please.,Saw tonight in The King and I. Awesome 👍😃 Shall we dance? Yes please.,"(0.0, 0.42)",1.0,positive,positive,"[Decimal('145.07573786'), Decimal('-37.63814997')]"
@pulpmx just listen to latest pulp show.. Great stuff.. But in the name of Tim  ferry. Please don't sing again.. Just stop you need to stop,just listen to latest pulp show.. Great stuff.. But in the name of Tim ferry. Please don't sing again.. Just stop you need to stop,"(0.174, 0.171)",0.65,negative,positive,"[Decimal('145.34775501'), Decimal('-38.04894009')]"
How did #swans finance their #Buddy deal? By letting #tigers reach the finals. #afl,How did #swans finance their #Buddy deal? By letting #tigers reach the finals. #afl,"(0.0, 0.078)",0.0,positive,neutral,"[Decimal('144.74726135'), Decimal('-37.88632807')]"
"Can someone tweet me again the song list for JYP one mic concert, please???","Can someone tweet me again the song list for JYP one mic concert, please???","(0.0, 0.179)",0.0,positive,neutral,"[Decimal('145.1841698'), Decimal('-38.1068321')]"
It's all well &amp; good to please others but it's easier for people to hurt you when you've given so much of you away,It's all well &amp; good to please others but it's easier for people to hurt you when you've given so much of you away,"(0.142, 0.273)",0.44999999999999996,positive,positive,"[Decimal('145.21536738'), Decimal('-37.77818944')]"
@louberrytea idk man im sick of being mute and letting everybody walk all over me,idk man im sick of being mute and letting everybody walk all over me,"(0.281, 0.0)",-0.7142857142857143,negative,negative,"[Decimal('145.03443377'), Decimal('-37.68193657')]"
@XiJinping6 now hang on please don't you hurt people over the theft of my $7zillion from compact discEtc 36holky still Preston 3072,now hang on please don't you hurt people over the theft of my $7zillion from compact discEtc 36holky still Preston 3072,"(0.0, 0.211)",0.0,positive,neutral,"[Decimal('144.97493724'), Decimal('-37.80693606')]"
@PutinRF_Eng Vladimir they just steal my money but if someone paid for apartment etc I will pay plus extra as you won't worry idiots car,Vladimir they just steal my money but if someone paid for apartment etc I will pay plus extra as you won't worry idiots car,"(0.133, 0.112)",-0.4,negative,negative,"[Decimal('144.97495571'), Decimal('-37.8069439')]"
Pleased to say i have reached an unassailable lead in the family footy tipping comp. Beat the aussies at their own game! #winning #footytips,Pleased to say i have reached an unassailable lead in the family footy tipping comp. Beat the aussies at their own game! #winning #footytips,"(0.0, 0.276)",0.275,positive,positive,"[Decimal('145.1683234'), Decimal('-37.8556665')]"
"@FruitOfNoah Likewise here: pricey, samey &amp; bland in my experience. 

@GoodBeerTweet @kaimatai @secularbloke @SecuLawyer","Likewise here: pricey, samey &amp; bland in my experience.","(0.0, 0.0)",-0.16666666666666666,neutral,negative,"[Decimal('145.1890305'), Decimal('-37.6375455')]"
"""Don't let them run, drag them out of their houses"" this is what peaceful Imran Khan and Pervez Khattak shouting on tv","""Don't let them run, drag them out of their houses"" this is what peaceful Imran Khan and Pervez Khattak shouting on tv","(0.076, 0.127)",0.075,positive,positive,"[Decimal('145.11724727'), Decimal('-37.92988249')]"
#Coffee perfection on a beautiful Sunday morning #coffeelove #coffeeplease #coffeeart #jetlag… http://t.co/iTVq7rLSeP,#Coffee perfection on a beautiful Sunday morning #coffeelove #coffeeplease #coffeeart #jetlag…,"(0.0, 0.458)",0.85,positive,positive,"[Decimal('144.96634846'), Decimal('-37.81972574')]"
What People With Depression Want You To Know - http://t.co/zv2rBtuFIJ done please watch &amp; learn we all can help to understand Depression,What People With Depression Want You To Know - done please watch &amp; learn we all can help to understand Depression,"(0.249, 0.212)",0.0,negative,neutral,"[Decimal('144.97785534'), Decimal('-37.81748862')]"
Fancy poached eggs &amp; hollandaise with organic @GamzeSmokehouse smoked beef and field mushroom on a… http://t.co/DfvXO5iYo8,Fancy poached eggs &amp; hollandaise with organic smoked beef and field mushroom on a…,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('145.03655822'), Decimal('-37.91076597')]"
"@DerMonarch @SimsVIP Guy on the left ""It suppose to release on the 5th for Europe."" Guybon the right. ""Riiiigghhhttt.""","Guy on the left ""It suppose to release on the 5th for Europe."" Guybon the right. ""Riiiigghhhttt.""","(0.0, 0.0)",0.14285714285714285,neutral,positive,"[Decimal('145.1567076'), Decimal('-38.1090652')]"
"Square, round or arched? Reminds me of the house from #playschool. http://t.co/qBZNYFBjm6","Square, round or arched? Reminds me of the house from #playschool.","(0.0, 0.0)",-0.2,neutral,negative,"[Decimal('145.031337'), Decimal('-37.825713')]"
"@camsmith9 on @WWOS9 Today, oh yes Please?????","on Today, oh yes Please?????","(0.0, 0.665)",0.0,positive,neutral,"[Decimal('144.57713095'), Decimal('-38.16202606')]"
Didn't take long to see some #DynamicFastener in the #UFC House. Can I get a hat please??? #UFC177,Didn't take long to see some #DynamicFastener in the #UFC House. Can I get a hat please??? #UFC177,"(0.0, 0.143)",-0.05,positive,negative,"[Decimal('144.9906356'), Decimal('-37.8509355')]"
Open day @200Alma rd StKilda East today. Discover your local neighbourhood house in #Caulfield http://t.co/9FzxhYC8XF,Open day rd StKilda East today. Discover your local neighbourhood house in #Caulfield,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('145.0242539'), Decimal('-37.86942977')]"
@camerondallas @Nashgrier @carterreynolds @TheMattEspinosa @HayesGrier please follow me I'm really sick in hospital I practically live here,please follow me I'm really sick in hospital I practically live here,"(0.226, 0.145)",-0.288961038961039,negative,negative,"[Decimal('145.00101776'), Decimal('-37.81413529')]"
@camerondallas @Nashgrier @carterreynolds @TheMattEspinosa @HayesGrier please follow me I'm really sick in hospital I live here :( 7,please follow me I'm really sick in hospital I live here :( 7,"(0.346, 0.122)",-0.44264069264069267,negative,negative,"[Decimal('145.00101774'), Decimal('-37.8141353')]"
@camerondallas @Nashgrier @carterreynolds @TheMattEspinosa @HayesGrier please follow me I'm really sick in hospital I live here :( 8,please follow me I'm really sick in hospital I live here :( 8,"(0.346, 0.122)",-0.44264069264069267,negative,negative,"[Decimal('145.00101774'), Decimal('-37.8141353')]"
@camerondallas @Nashgrier @carterreynolds @TheMattEspinosa @HayesGrier please follow me I'm really sick in hospital I live here :( 12,please follow me I'm really sick in hospital I live here :( 12,"(0.346, 0.122)",-0.44264069264069267,negative,negative,"[Decimal('145.00101774'), Decimal('-37.8141353')]"
@camerondallas @Nashgrier @carterreynolds @TheMattEspinosa @HayesGrier please follow me I'm really sick in hospital I live here :( 13,please follow me I'm really sick in hospital I live here :( 13,"(0.346, 0.122)",-0.44264069264069267,negative,negative,"[Decimal('145.00101774'), Decimal('-37.8141353')]"
@camerondallas @Nashgrier @carterreynolds @TheMattEspinosa @HayesGrier please follow me I'm really sick in hospital I live here :( 18,please follow me I'm really sick in hospital I live here :( 18,"(0.346, 0.122)",-0.44264069264069267,negative,negative,"[Decimal('145.00101774'), Decimal('-37.8141353')]"
@camerondallas @Nashgrier @carterreynolds @TheMattEspinosa @HayesGrier please follow me I'm really sick in hospital I live here :( 21,please follow me I'm really sick in hospital I live here :( 21,"(0.346, 0.122)",-0.44264069264069267,negative,negative,"[Decimal('145.00101774'), Decimal('-37.8141353')]"
@camerondallas @Nashgrier @carterreynolds @TheMattEspinosa @HayesGrier please follow me I'm really sick in hospital I live here :( 26,please follow me I'm really sick in hospital I live here :( 26,"(0.346, 0.122)",-0.44264069264069267,negative,negative,"[Decimal('145.00101774'), Decimal('-37.8141353')]"
@camerondallas @Nashgrier @carterreynolds @TheMattEspinosa @HayesGrier please follow me I'm really sick in hospital I live here :( 34,please follow me I'm really sick in hospital I live here :( 34,"(0.346, 0.122)",-0.44264069264069267,negative,negative,"[Decimal('145.00101774'), Decimal('-37.8141353')]"
@camerondallas @Nashgrier @carterreynolds @TheMattEspinosa @HayesGrier please follow me I'm really sick in hospital I live here :( 39,please follow me I'm really sick in hospital I live here :( 39,"(0.346, 0.122)",-0.44264069264069267,negative,negative,"[Decimal('145.00101774'), Decimal('-37.8141353')]"
@camerondallas @Nashgrier @carterreynolds @TheMattEspinosa @HayesGrier please follow me I'm really sick in hospital I live here :( 44,please follow me I'm really sick in hospital I live here :( 44,"(0.346, 0.122)",-0.44264069264069267,negative,negative,"[Decimal('145.00101774'), Decimal('-37.8141353')]"
@camerondallas @Nashgrier @carterreynolds @TheMattEspinosa @HayesGrier please follow me I'm really sick in hospital I live here :( 45,please follow me I'm really sick in hospital I live here :( 45,"(0.346, 0.122)",-0.44264069264069267,negative,negative,"[Decimal('145.00101774'), Decimal('-37.8141353')]"
@camerondallas @Nashgrier @carterreynolds @TheMattEspinosa @HayesGrier please follow me I'm really sick in hospital I live here :( 48,please follow me I'm really sick in hospital I live here :( 48,"(0.346, 0.122)",-0.44264069264069267,negative,negative,"[Decimal('145.00101774'), Decimal('-37.8141353')]"
@lizhem65 please follow me I'm really sick in hospital it would make my day,please follow me I'm really sick in hospital it would make my day,"(0.213, 0.136)",-0.7142857142857143,negative,negative,"[Decimal('145.00101774'), Decimal('-37.8141353')]"
""" please don’t ever try to get my attention by neglecting me because i will alienate myself from you at terminal velocity""",""" please don’t ever try to get my attention by neglecting me because i will alienate myself from you at terminal velocity""","(0.108, 0.092)",0.0,negative,neutral,"[Decimal('144.9952683'), Decimal('-37.8355814')]"
Warming house party last night krub 👱👱 katare tletawan amy_klinpratoom kitb jklinpratoom p_emery… http://t.co/10Igrrrjx6,Warming house party last night krub 👱👱 katare tletawan amy_klinpratoom kitb jklinpratoom p_emery…,"(0.0, 0.235)",0.0,positive,neutral,"[Decimal('144.68824423'), Decimal('-37.86089005')]"
"“@Nonamebugga: Hey @JoeHockey $600/day juvenile detention cost, $227/fortnight youth allowance. Starvation forcing crime! IDIOT! #auspol","“: Hey $600/day juvenile detention cost, $227/fortnight youth allowance. Starvation forcing crime! IDIOT! #auspol","(0.491, 0.0)",-0.65625,negative,negative,"[Decimal('145.0224321'), Decimal('-37.73165008')]"
Weird #eastlink #betitcostaton @ EastLink (Melbourne) http://t.co/D8FZIElMMl,Weird #eastlink #betitcostaton EastLink (Melbourne),"(0.298, 0.0)",-0.5,negative,negative,"[Decimal('145.22240083'), Decimal('-37.89940709')]"
@footyefl @montrosefc reserves scores anyone please??,reserves scores anyone please??,"(0.0, 0.47)",0.0,positive,neutral,"[Decimal('145.34293009'), Decimal('-37.7770251')]"
Please tell me a good app to make a good video of Ariana,Please tell me a good app to make a good video of Ariana,"(0.0, 0.448)",0.7,positive,positive,"[Decimal('144.96490085'), Decimal('-37.85424686')]"
Please tell me a good app to make a good video of Ariana💙💙,Please tell me a good app to make a good video of Ariana💙💙,"(0.0, 0.579)",0.7,positive,positive,"[Decimal('144.96494146'), Decimal('-37.85425629')]"
Please tell me a good app to make a good video of Ariana💜💜,Please tell me a good app to make a good video of Ariana💜💜,"(0.0, 0.579)",0.7,positive,positive,"[Decimal('144.96494146'), Decimal('-37.85425629')]"
Please tell me a good app to make a good video of Ariana❤️💙,Please tell me a good app to make a good video of Ariana❤️💙,"(0.0, 0.486)",0.7,positive,positive,"[Decimal('144.96494146'), Decimal('-37.85425629')]"
